"m","n","p","heter","tau","distri","method","rate","length","tp"
129,200,500,0,0.75,normal,cocqs,0.3,14,3
129,200,500,0,0.75,cauchy,cqcs,0.325,13,3
129,200,500,0,0.75,cauchy,aocqs,0.325,28,3
129,200,500,0,0.75,cauchy,cocqs,0.325,62,2
129,200,500,1,0.25,normal,cqcs,0.325,3,3
129,200,500,1,0.25,normal,aocqs,0.325,3,3
129,200,500,1,0.25,normal,cocqs,0.325,30,3
129,200,500,1,0.25,cauchy,cqcs,0.32,33,3
129,200,500,1,0.25,cauchy,aocqs,0.32,33,3
129,200,500,1,0.25,cauchy,cocqs,0.32,191,1
129,200,500,1,0.5,normal,cqcs,0.325,3,3
129,200,500,1,0.5,normal,aocqs,0.325,4,3
129,200,500,1,0.5,normal,cocqs,0.325,108,1
129,200,500,1,0.5,cauchy,cqcs,0.3,7,3
129,200,500,1,0.5,cauchy,aocqs,0.3,16,3
129,200,500,1,0.5,cauchy,cocqs,0.3,484,1
129,200,500,1,0.75,normal,cqcs,0.3,15,3
129,200,500,1,0.75,normal,aocqs,0.3,50,2
129,200,500,1,0.75,normal,cocqs,0.3,373,1
129,200,500,1,0.75,cauchy,cqcs,0.285,335,2
129,200,500,1,0.75,cauchy,aocqs,0.285,278,2
129,200,500,1,0.75,cauchy,cocqs,0.285,258,1
130,100,100,0,0.25,normal,cqcs,0.24,4,3
130,100,100,0,0.25,normal,aocqs,0.24,4,3
130,100,100,0,0.25,normal,cocqs,0.24,4,3
130,100,100,0,0.25,cauchy,cqcs,0.41,5,3
130,100,100,0,0.25,cauchy,aocqs,0.41,5,3
130,100,100,0,0.25,cauchy,cocqs,0.41,94,2
130,100,100,0,0.5,normal,cqcs,0.24,3,3
130,100,100,0,0.5,normal,aocqs,0.24,3,3
130,100,100,0,0.5,normal,cocqs,0.24,5,3
130,100,100,0,0.5,cauchy,cqcs,0.41,3,3
130,100,100,0,0.5,cauchy,aocqs,0.41,4,3
130,100,100,0,0.5,cauchy,cocqs,0.41,59,2
130,100,100,0,0.75,normal,cqcs,0.24,4,3
130,100,100,0,0.75,normal,aocqs,0.24,5,3
130,100,100,0,0.75,normal,cocqs,0.24,6,3
130,100,100,0,0.75,cauchy,cqcs,0.41,7,3
130,100,100,0,0.75,cauchy,aocqs,0.41,99,1
130,100,100,0,0.75,cauchy,cocqs,0.41,21,3
130,100,100,1,0.25,normal,cqcs,0.28,3,3
130,100,100,1,0.25,normal,aocqs,0.28,3,3
130,100,100,1,0.25,normal,cocqs,0.28,55,2
130,100,100,1,0.25,cauchy,cqcs,0.44,3,3
130,100,100,1,0.25,cauchy,aocqs,0.44,3,3
130,100,100,1,0.25,cauchy,cocqs,0.44,66,2
130,100,100,1,0.5,normal,cqcs,0.21,3,3
130,100,100,1,0.5,normal,aocqs,0.21,3,3
130,100,100,1,0.5,normal,cocqs,0.21,23,2
130,100,100,1,0.5,cauchy,cqcs,0.41,3,3
130,100,100,1,0.5,cauchy,aocqs,0.41,3,3
130,100,100,1,0.5,cauchy,cocqs,0.41,98,1
130,100,100,1,0.75,normal,cqcs,0.2,3,3
130,100,100,1,0.75,normal,aocqs,0.2,6,3
130,100,100,1,0.75,normal,cocqs,0.2,27,2
130,100,100,1,0.75,cauchy,cqcs,0.38,8,3
130,100,100,1,0.75,cauchy,aocqs,0.38,90,2
130,100,100,1,0.75,cauchy,cocqs,0.38,97,1
130,100,200,0,0.25,normal,cqcs,0.26,3,3
130,100,200,0,0.25,normal,aocqs,0.26,3,3
130,100,200,0,0.25,normal,cocqs,0.26,24,2
130,100,200,0,0.25,cauchy,cqcs,0.28,121,1
130,100,200,0,0.25,cauchy,aocqs,0.28,121,1
130,100,200,0,0.25,cauchy,cocqs,0.28,144,1
130,100,200,0,0.5,normal,cqcs,0.26,3,3
130,100,200,0,0.5,normal,aocqs,0.26,3,3
130,100,200,0,0.5,normal,cocqs,0.26,19,3
130,100,200,0,0.5,cauchy,cqcs,0.28,5,3
130,100,200,0,0.5,cauchy,aocqs,0.28,5,3
130,100,200,0,0.5,cauchy,cocqs,0.28,141,2
130,100,200,0,0.75,normal,cqcs,0.26,3,3
130,100,200,0,0.75,normal,aocqs,0.26,8,3
130,100,200,0,0.75,normal,cocqs,0.26,42,2
130,100,200,0,0.75,cauchy,cqcs,0.28,3,3
130,100,200,0,0.75,cauchy,aocqs,0.28,7,3
130,100,200,0,0.75,cauchy,cocqs,0.28,18,3
130,100,200,1,0.25,normal,cqcs,0.32,5,3
130,100,200,1,0.25,normal,aocqs,0.32,5,3
130,100,200,1,0.25,normal,cocqs,0.32,35,2
130,100,200,1,0.25,cauchy,cqcs,0.37,90,2
130,100,200,1,0.25,cauchy,aocqs,0.37,90,2
130,100,200,1,0.25,cauchy,cocqs,0.37,179,1
130,100,200,1,0.5,normal,cqcs,0.26,3,3
130,100,200,1,0.5,normal,aocqs,0.26,3,3
130,100,200,1,0.5,normal,cocqs,0.26,104,1
130,100,200,1,0.5,cauchy,cqcs,0.33,8,3
130,100,200,1,0.5,cauchy,aocqs,0.33,8,3
130,100,200,1,0.5,cauchy,cocqs,0.33,129,1
130,100,200,1,0.75,normal,cqcs,0.26,15,3
130,100,200,1,0.75,normal,aocqs,0.26,55,2
130,100,200,1,0.75,normal,cocqs,0.26,155,1
130,100,200,1,0.75,cauchy,cqcs,0.27,37,2
130,100,200,1,0.75,cauchy,aocqs,0.27,90,2
130,100,200,1,0.75,cauchy,cocqs,0.27,162,1
130,100,500,0,0.25,normal,cqcs,0.23,3,3
130,100,500,0,0.25,normal,aocqs,0.23,3,3
130,100,500,0,0.25,normal,cocqs,0.23,97,1
130,100,500,0,0.25,cauchy,cqcs,0.34,69,2
130,100,500,0,0.25,cauchy,aocqs,0.34,69,2
130,100,500,0,0.25,cauchy,cocqs,0.34,278,1
130,100,500,0,0.5,normal,cqcs,0.23,4,3
130,100,500,0,0.5,normal,aocqs,0.23,4,3
130,100,500,0,0.5,normal,cocqs,0.23,92,2
130,100,500,0,0.5,cauchy,cqcs,0.34,51,2
130,100,500,0,0.5,cauchy,aocqs,0.34,51,2
130,100,500,0,0.5,cauchy,cocqs,0.34,322,1
130,100,500,0,0.75,normal,cqcs,0.23,3,3
130,100,500,0,0.75,normal,aocqs,0.23,3,3
130,100,500,0,0.75,normal,cocqs,0.23,154,2
130,100,500,0,0.75,cauchy,cqcs,0.34,7,3
130,100,500,0,0.75,cauchy,aocqs,0.34,73,1
130,100,500,0,0.75,cauchy,cocqs,0.34,436,1
130,100,500,1,0.25,normal,cqcs,0.33,39,2
130,100,500,1,0.25,normal,aocqs,0.33,39,2
130,100,500,1,0.25,normal,cocqs,0.33,31,2
130,100,500,1,0.25,cauchy,cqcs,0.36,188,2
130,100,500,1,0.25,cauchy,aocqs,0.36,188,2
130,100,500,1,0.25,cauchy,cocqs,0.36,340,2
130,100,500,1,0.5,normal,cqcs,0.27,4,3
130,100,500,1,0.5,normal,aocqs,0.27,4,3
130,100,500,1,0.5,normal,cocqs,0.27,235,2
130,100,500,1,0.5,cauchy,cqcs,0.34,17,3
130,100,500,1,0.5,cauchy,aocqs,0.34,17,3
130,100,500,1,0.5,cauchy,cocqs,0.34,188,1
130,100,500,1,0.75,normal,cqcs,0.23,13,3
130,100,500,1,0.75,normal,aocqs,0.23,15,3
130,100,500,1,0.75,normal,cocqs,0.23,460,1
130,100,500,1,0.75,cauchy,cqcs,0.32,91,2
130,100,500,1,0.75,cauchy,aocqs,0.32,219,1
130,100,500,1,0.75,cauchy,cocqs,0.32,427,1
130,200,100,0,0.25,normal,cqcs,0.265,3,3
130,200,100,0,0.25,normal,aocqs,0.265,3,3
130,200,100,0,0.25,normal,cocqs,0.265,3,3
130,200,100,0,0.25,cauchy,cqcs,0.3,4,3
130,200,100,0,0.25,cauchy,aocqs,0.3,4,3
130,200,100,0,0.25,cauchy,cocqs,0.3,43,2
130,200,100,0,0.5,normal,cqcs,0.265,3,3
130,200,100,0,0.5,normal,aocqs,0.265,3,3
130,200,100,0,0.5,normal,cocqs,0.265,3,3
130,200,100,0,0.5,cauchy,cqcs,0.3,3,3
130,200,100,0,0.5,cauchy,aocqs,0.3,3,3
130,200,100,0,0.5,cauchy,cocqs,0.3,4,3
130,200,100,0,0.75,normal,cqcs,0.265,3,3
130,200,100,0,0.75,normal,aocqs,0.265,3,3
130,200,100,0,0.75,normal,cocqs,0.265,3,3
130,200,100,0,0.75,cauchy,cqcs,0.3,3,3
130,200,100,0,0.75,cauchy,aocqs,0.3,6,3
130,200,100,0,0.75,cauchy,cocqs,0.3,7,3
130,200,100,1,0.25,normal,cqcs,0.35,3,3
130,200,100,1,0.25,normal,aocqs,0.35,3,3
130,200,100,1,0.25,normal,cocqs,0.35,67,2
130,200,100,1,0.25,cauchy,cqcs,0.375,3,3
130,200,100,1,0.25,cauchy,aocqs,0.375,3,3
130,200,100,1,0.25,cauchy,cocqs,0.375,25,3
130,200,100,1,0.5,normal,cqcs,0.29,3,3
130,200,100,1,0.5,normal,aocqs,0.29,3,3
130,200,100,1,0.5,normal,cocqs,0.29,95,2
130,200,100,1,0.5,cauchy,cqcs,0.295,3,3
130,200,100,1,0.5,cauchy,aocqs,0.295,3,3
130,200,100,1,0.5,cauchy,cocqs,0.295,94,2
130,200,100,1,0.75,normal,cqcs,0.27,13,3
130,200,100,1,0.75,normal,aocqs,0.27,11,3
130,200,100,1,0.75,normal,cocqs,0.27,60,2
130,200,100,1,0.75,cauchy,cqcs,0.25,73,2
130,200,100,1,0.75,cauchy,aocqs,0.25,60,2
130,200,100,1,0.75,cauchy,cocqs,0.25,39,2
130,200,200,0,0.25,normal,cqcs,0.265,3,3
130,200,200,0,0.25,normal,aocqs,0.265,3,3
130,200,200,0,0.25,normal,cocqs,0.265,7,3
130,200,200,0,0.25,cauchy,cqcs,0.265,3,3
130,200,200,0,0.25,cauchy,aocqs,0.265,3,3
130,200,200,0,0.25,cauchy,cocqs,0.265,20,3
130,200,200,0,0.5,normal,cqcs,0.265,3,3
130,200,200,0,0.5,normal,aocqs,0.265,3,3
130,200,200,0,0.5,normal,cocqs,0.265,10,3
130,200,200,0,0.5,cauchy,cqcs,0.265,3,3
130,200,200,0,0.5,cauchy,aocqs,0.265,3,3
130,200,200,0,0.5,cauchy,cocqs,0.265,4,3
130,200,200,0,0.75,normal,cqcs,0.265,3,3
130,200,200,0,0.75,normal,aocqs,0.265,3,3
130,200,200,0,0.75,normal,cocqs,0.265,14,3
130,200,200,0,0.75,cauchy,cqcs,0.265,3,3
130,200,200,0,0.75,cauchy,aocqs,0.265,6,3
130,200,200,0,0.75,cauchy,cocqs,0.265,4,3
130,200,200,1,0.25,normal,cqcs,0.32,3,3
130,200,200,1,0.25,normal,aocqs,0.32,3,3
130,200,200,1,0.25,normal,cocqs,0.32,168,2
130,200,200,1,0.25,cauchy,cqcs,0.335,14,3
130,200,200,1,0.25,cauchy,aocqs,0.335,14,3
130,200,200,1,0.25,cauchy,cocqs,0.335,139,1
130,200,200,1,0.5,normal,cqcs,0.255,6,3
130,200,200,1,0.5,normal,aocqs,0.255,6,3
130,200,200,1,0.5,normal,cocqs,0.255,59,1
130,200,200,1,0.5,cauchy,cqcs,0.285,7,3
130,200,200,1,0.5,cauchy,aocqs,0.285,7,3
130,200,200,1,0.5,cauchy,cocqs,0.285,121,1
130,200,200,1,0.75,normal,cqcs,0.21,37,3
130,200,200,1,0.75,normal,aocqs,0.21,186,2
130,200,200,1,0.75,normal,cocqs,0.21,180,1
130,200,200,1,0.75,cauchy,cqcs,0.23,112,2
130,200,200,1,0.75,cauchy,aocqs,0.23,53,2
130,200,200,1,0.75,cauchy,cocqs,0.23,84,2
130,200,500,0,0.25,normal,cqcs,0.26,3,3
130,200,500,0,0.25,normal,aocqs,0.26,3,3
130,200,500,0,0.25,normal,cocqs,0.26,4,3
130,200,500,0,0.25,cauchy,cqcs,0.29,6,3
130,200,500,0,0.25,cauchy,aocqs,0.29,6,3
130,200,500,0,0.25,cauchy,cocqs,0.29,169,0
130,200,500,0,0.5,normal,cqcs,0.26,3,3
130,200,500,0,0.5,normal,aocqs,0.26,3,3
130,200,500,0,0.5,normal,cocqs,0.26,3,3
130,200,500,0,0.5,cauchy,cqcs,0.29,3,3
130,200,500,0,0.5,cauchy,aocqs,0.29,3,3
130,200,500,0,0.5,cauchy,cocqs,0.29,9,3
130,200,500,0,0.75,normal,cqcs,0.26,3,3
130,200,500,0,0.75,normal,aocqs,0.26,3,3
130,200,500,0,0.75,normal,cocqs,0.26,12,3
130,200,500,0,0.75,cauchy,cqcs,0.29,3,3
130,200,500,0,0.75,cauchy,aocqs,0.29,4,3
130,200,500,0,0.75,cauchy,cocqs,0.29,5,3
130,200,500,1,0.25,normal,cqcs,0.375,3,3
130,200,500,1,0.25,normal,aocqs,0.375,3,3
130,200,500,1,0.25,normal,cocqs,0.375,147,2
130,200,500,1,0.25,cauchy,cqcs,0.39,5,3
130,200,500,1,0.25,cauchy,aocqs,0.39,5,3
130,200,500,1,0.25,cauchy,cocqs,0.39,195,1
130,200,500,1,0.5,normal,cqcs,0.29,4,3
130,200,500,1,0.5,normal,aocqs,0.29,4,3
130,200,500,1,0.5,normal,cocqs,0.29,45,2
130,200,500,1,0.5,cauchy,cqcs,0.29,25,3
130,200,500,1,0.5,cauchy,aocqs,0.29,25,3
130,200,500,1,0.5,cauchy,cocqs,0.29,314,1
130,200,500,1,0.75,normal,cqcs,0.215,79,2
130,200,500,1,0.75,normal,aocqs,0.215,122,2
130,200,500,1,0.75,normal,cocqs,0.215,232,1
130,200,500,1,0.75,cauchy,cqcs,0.245,202,1
130,200,500,1,0.75,cauchy,aocqs,0.245,306,1
130,200,500,1,0.75,cauchy,cocqs,0.245,461,2
131,100,100,0,0.25,normal,cqcs,0.2,5,3
131,100,100,0,0.25,normal,aocqs,0.2,5,3
131,100,100,0,0.25,normal,cocqs,0.2,84,2
131,100,100,0,0.25,cauchy,cqcs,0.29,40,1
131,100,100,0,0.25,cauchy,aocqs,0.29,40,1
131,100,100,0,0.25,cauchy,cocqs,0.29,97,0
131,100,100,0,0.5,normal,cqcs,0.2,3,3
131,100,100,0,0.5,normal,aocqs,0.2,3,3
131,100,100,0,0.5,normal,cocqs,0.2,34,2
131,100,100,0,0.5,cauchy,cqcs,0.29,5,3
131,100,100,0,0.5,cauchy,aocqs,0.29,5,3
131,100,100,0,0.5,cauchy,cocqs,0.29,41,1
131,100,100,0,0.75,normal,cqcs,0.2,4,3
131,100,100,0,0.75,normal,aocqs,0.2,7,3
131,100,100,0,0.75,normal,cocqs,0.2,12,3
131,100,100,0,0.75,cauchy,cqcs,0.29,75,2
131,100,100,0,0.75,cauchy,aocqs,0.29,78,2
131,100,100,0,0.75,cauchy,cocqs,0.29,40,2
131,100,100,1,0.25,normal,cqcs,0.3,7,3
131,100,100,1,0.25,normal,aocqs,0.3,7,3
131,100,100,1,0.25,normal,cocqs,0.3,21,3
131,100,100,1,0.25,cauchy,cqcs,0.32,21,3
131,100,100,1,0.25,cauchy,aocqs,0.32,21,3
131,100,100,1,0.25,cauchy,cocqs,0.32,37,1
131,100,100,1,0.5,normal,cqcs,0.23,5,3
131,100,100,1,0.5,normal,aocqs,0.23,5,3
131,100,100,1,0.5,normal,cocqs,0.23,85,2
131,100,100,1,0.5,cauchy,cqcs,0.28,7,3
131,100,100,1,0.5,cauchy,aocqs,0.28,7,3
131,100,100,1,0.5,cauchy,cocqs,0.28,50,1
131,100,100,1,0.75,normal,cqcs,0.22,44,2
131,100,100,1,0.75,normal,aocqs,0.22,55,2
131,100,100,1,0.75,normal,cocqs,0.22,91,1
131,100,100,1,0.75,cauchy,cqcs,0.26,88,2
131,100,100,1,0.75,cauchy,aocqs,0.26,78,2
131,100,100,1,0.75,cauchy,cocqs,0.26,72,1
131,100,200,0,0.25,normal,cqcs,0.15,13,3
131,100,200,0,0.25,normal,aocqs,0.15,13,3
131,100,200,0,0.25,normal,cocqs,0.15,29,2
131,100,200,0,0.25,cauchy,cqcs,0.27,79,2
131,100,200,0,0.25,cauchy,aocqs,0.27,79,2
131,100,200,0,0.25,cauchy,cocqs,0.27,124,0
131,100,200,0,0.5,normal,cqcs,0.15,3,3
131,100,200,0,0.5,normal,aocqs,0.15,3,3
131,100,200,0,0.5,normal,cocqs,0.15,27,2
131,100,200,0,0.5,cauchy,cqcs,0.27,13,3
131,100,200,0,0.5,cauchy,aocqs,0.27,13,3
131,100,200,0,0.5,cauchy,cocqs,0.27,195,0
131,100,200,0,0.75,normal,cqcs,0.15,4,3
131,100,200,0,0.75,normal,aocqs,0.15,5,3
131,100,200,0,0.75,normal,cocqs,0.15,19,3
131,100,200,0,0.75,cauchy,cqcs,0.27,13,3
131,100,200,0,0.75,cauchy,aocqs,0.27,16,3
131,100,200,0,0.75,cauchy,cocqs,0.27,87,0
131,100,200,1,0.25,normal,cqcs,0.24,43,2
131,100,200,1,0.25,normal,aocqs,0.24,43,2
131,100,200,1,0.25,normal,cocqs,0.24,200,2
131,100,200,1,0.25,cauchy,cqcs,0.3,178,1
131,100,200,1,0.25,cauchy,aocqs,0.3,178,1
131,100,200,1,0.25,cauchy,cocqs,0.3,152,2
131,100,200,1,0.5,normal,cqcs,0.16,99,2
131,100,200,1,0.5,normal,aocqs,0.16,99,2
131,100,200,1,0.5,normal,cocqs,0.16,37,2
131,100,200,1,0.5,cauchy,cqcs,0.24,69,2
131,100,200,1,0.5,cauchy,aocqs,0.24,69,2
131,100,200,1,0.5,cauchy,cocqs,0.24,61,1
131,100,200,1,0.75,normal,cqcs,0.12,100,2
131,100,200,1,0.75,normal,aocqs,0.12,91,2
131,100,200,1,0.75,normal,cocqs,0.12,136,1
131,100,200,1,0.75,cauchy,cqcs,0.19,194,2
131,100,200,1,0.75,cauchy,aocqs,0.19,198,1
131,100,200,1,0.75,cauchy,cocqs,0.19,86,2
131,100,500,0,0.25,normal,cqcs,0.22,3,3
131,100,500,0,0.25,normal,aocqs,0.22,3,3
131,100,500,0,0.25,normal,cocqs,0.22,53,2
131,100,500,0,0.25,cauchy,cqcs,0.3,284,1
131,100,500,0,0.25,cauchy,aocqs,0.3,284,1
131,100,500,0,0.25,cauchy,cocqs,0.3,473,0
131,100,500,0,0.5,normal,cqcs,0.22,3,3
131,100,500,0,0.5,normal,aocqs,0.22,3,3
131,100,500,0,0.5,normal,cocqs,0.22,17,3
131,100,500,0,0.5,cauchy,cqcs,0.3,40,2
131,100,500,0,0.5,cauchy,aocqs,0.3,40,2
131,100,500,0,0.5,cauchy,cocqs,0.3,131,1
131,100,500,0,0.75,normal,cqcs,0.22,3,3
131,100,500,0,0.75,normal,aocqs,0.22,3,3
131,100,500,0,0.75,normal,cocqs,0.22,45,2
131,100,500,0,0.75,cauchy,cqcs,0.3,17,3
131,100,500,0,0.75,cauchy,aocqs,0.3,141,1
131,100,500,0,0.75,cauchy,cocqs,0.3,498,0
131,100,500,1,0.25,normal,cqcs,0.25,24,2
131,100,500,1,0.25,normal,aocqs,0.25,24,2
131,100,500,1,0.25,normal,cocqs,0.25,17,3
131,100,500,1,0.25,cauchy,cqcs,0.31,243,2
131,100,500,1,0.25,cauchy,aocqs,0.31,243,2
131,100,500,1,0.25,cauchy,cocqs,0.31,320,1
131,100,500,1,0.5,normal,cqcs,0.24,38,1
131,100,500,1,0.5,normal,aocqs,0.24,38,1
131,100,500,1,0.5,normal,cocqs,0.24,370,1
131,100,500,1,0.5,cauchy,cqcs,0.27,66,1
131,100,500,1,0.5,cauchy,aocqs,0.27,66,1
131,100,500,1,0.5,cauchy,cocqs,0.27,497,1
131,100,500,1,0.75,normal,cqcs,0.24,72,2
131,100,500,1,0.75,normal,aocqs,0.24,41,2
131,100,500,1,0.75,normal,cocqs,0.24,241,1
131,100,500,1,0.75,cauchy,cqcs,0.23,167,1
131,100,500,1,0.75,cauchy,aocqs,0.23,226,1
131,100,500,1,0.75,cauchy,cocqs,0.23,488,1
131,200,100,0,0.25,normal,cqcs,0.23,4,3
131,200,100,0,0.25,normal,aocqs,0.23,4,3
131,200,100,0,0.25,normal,cocqs,0.23,4,3
131,200,100,0,0.25,cauchy,cqcs,0.26,3,3
131,200,100,0,0.25,cauchy,aocqs,0.26,3,3
131,200,100,0,0.25,cauchy,cocqs,0.26,8,3
131,200,100,0,0.5,normal,cqcs,0.23,3,3
131,200,100,0,0.5,normal,aocqs,0.23,3,3
131,200,100,0,0.5,normal,cocqs,0.23,6,3
131,200,100,0,0.5,cauchy,cqcs,0.26,3,3
131,200,100,0,0.5,cauchy,aocqs,0.26,3,3
131,200,100,0,0.5,cauchy,cocqs,0.26,9,3
131,200,100,0,0.75,normal,cqcs,0.23,3,3
131,200,100,0,0.75,normal,aocqs,0.23,3,3
131,200,100,0,0.75,normal,cocqs,0.23,3,3
131,200,100,0,0.75,cauchy,cqcs,0.26,3,3
131,200,100,0,0.75,cauchy,aocqs,0.26,3,3
131,200,100,0,0.75,cauchy,cocqs,0.26,3,3
131,200,100,1,0.25,normal,cqcs,0.265,3,3
131,200,100,1,0.25,normal,aocqs,0.265,3,3
131,200,100,1,0.25,normal,cocqs,0.265,96,2
131,200,100,1,0.25,cauchy,cqcs,0.315,4,3
131,200,100,1,0.25,cauchy,aocqs,0.315,4,3
131,200,100,1,0.25,cauchy,cocqs,0.315,26,3
131,200,100,1,0.5,normal,cqcs,0.205,3,3
131,200,100,1,0.5,normal,aocqs,0.205,3,3
131,200,100,1,0.5,normal,cocqs,0.205,57,2
131,200,100,1,0.5,cauchy,cqcs,0.26,3,3
131,200,100,1,0.5,cauchy,aocqs,0.26,3,3
131,200,100,1,0.5,cauchy,cocqs,0.26,85,2
131,200,100,1,0.75,normal,cqcs,0.175,8,3
131,200,100,1,0.75,normal,aocqs,0.175,6,3
131,200,100,1,0.75,normal,cocqs,0.175,27,3
131,200,100,1,0.75,cauchy,cqcs,0.25,34,3
131,200,100,1,0.75,cauchy,aocqs,0.25,23,3
131,200,100,1,0.75,cauchy,cocqs,0.25,77,1
131,200,200,0,0.25,normal,cqcs,0.21,3,3
131,200,200,0,0.25,normal,aocqs,0.21,3,3
131,200,200,0,0.25,normal,cocqs,0.21,6,3
131,200,200,0,0.25,cauchy,cqcs,0.34,5,3
131,200,200,0,0.25,cauchy,aocqs,0.34,5,3
131,200,200,0,0.25,cauchy,cocqs,0.34,30,3
131,200,200,0,0.5,normal,cqcs,0.21,3,3
131,200,200,0,0.5,normal,aocqs,0.21,3,3
131,200,200,0,0.5,normal,cocqs,0.21,3,3
131,200,200,0,0.5,cauchy,cqcs,0.34,4,3
131,200,200,0,0.5,cauchy,aocqs,0.34,4,3
131,200,200,0,0.5,cauchy,cocqs,0.34,59,2
131,200,200,0,0.75,normal,cqcs,0.21,3,3
131,200,200,0,0.75,normal,aocqs,0.21,4,3
131,200,200,0,0.75,normal,cocqs,0.21,12,3
131,200,200,0,0.75,cauchy,cqcs,0.34,5,3
131,200,200,0,0.75,cauchy,aocqs,0.34,8,3
131,200,200,0,0.75,cauchy,cocqs,0.34,88,2
131,200,200,1,0.25,normal,cqcs,0.305,3,3
131,200,200,1,0.25,normal,aocqs,0.305,3,3
131,200,200,1,0.25,normal,cocqs,0.305,108,2
131,200,200,1,0.25,cauchy,cqcs,0.335,7,3
131,200,200,1,0.25,cauchy,aocqs,0.335,7,3
131,200,200,1,0.25,cauchy,cocqs,0.335,179,1
131,200,200,1,0.5,normal,cqcs,0.235,3,3
131,200,200,1,0.5,normal,aocqs,0.235,3,3
131,200,200,1,0.5,normal,cocqs,0.235,84,2
131,200,200,1,0.5,cauchy,cqcs,0.315,5,3
131,200,200,1,0.5,cauchy,aocqs,0.315,5,3
131,200,200,1,0.5,cauchy,cocqs,0.315,162,2
131,200,200,1,0.75,normal,cqcs,0.21,9,3
131,200,200,1,0.75,normal,aocqs,0.21,14,3
131,200,200,1,0.75,normal,cocqs,0.21,46,1
131,200,200,1,0.75,cauchy,cqcs,0.28,89,2
131,200,200,1,0.75,cauchy,aocqs,0.28,88,2
131,200,200,1,0.75,cauchy,cocqs,0.28,90,1
131,200,500,0,0.25,normal,cqcs,0.225,3,3
131,200,500,0,0.25,normal,aocqs,0.225,3,3
131,200,500,0,0.25,normal,cocqs,0.225,12,3
131,200,500,0,0.25,cauchy,cqcs,0.3,104,1
131,200,500,0,0.25,cauchy,aocqs,0.3,104,1
131,200,500,0,0.25,cauchy,cocqs,0.3,398,0
131,200,500,0,0.5,normal,cqcs,0.225,3,3
131,200,500,0,0.5,normal,aocqs,0.225,3,3
131,200,500,0,0.5,normal,cocqs,0.225,3,3
131,200,500,0,0.5,cauchy,cqcs,0.3,4,3
131,200,500,0,0.5,cauchy,aocqs,0.3,4,3
131,200,500,0,0.5,cauchy,cocqs,0.3,112,1
131,200,500,0,0.75,normal,cqcs,0.225,3,3
131,200,500,0,0.75,normal,aocqs,0.225,3,3
131,200,500,0,0.75,normal,cocqs,0.225,4,3
131,200,500,0,0.75,cauchy,cqcs,0.3,3,3
131,200,500,0,0.75,cauchy,aocqs,0.3,4,3
131,200,500,0,0.75,cauchy,cocqs,0.3,13,3
131,200,500,1,0.25,normal,cqcs,0.27,4,3
131,200,500,1,0.25,normal,aocqs,0.27,4,3
131,200,500,1,0.25,normal,cocqs,0.27,463,2
131,200,500,1,0.25,cauchy,cqcs,0.305,116,2
131,200,500,1,0.25,cauchy,aocqs,0.305,116,2
131,200,500,1,0.25,cauchy,cocqs,0.305,297,1
131,200,500,1,0.5,normal,cqcs,0.225,3,3
131,200,500,1,0.5,normal,aocqs,0.225,3,3
131,200,500,1,0.5,normal,cocqs,0.225,400,2
131,200,500,1,0.5,cauchy,cqcs,0.3,3,3
131,200,500,1,0.5,cauchy,aocqs,0.3,3,3
131,200,500,1,0.5,cauchy,cocqs,0.3,427,1
131,200,500,1,0.75,normal,cqcs,0.185,67,2
131,200,500,1,0.75,normal,aocqs,0.185,130,2
131,200,500,1,0.75,normal,cocqs,0.185,439,1
131,200,500,1,0.75,cauchy,cqcs,0.25,70,2
131,200,500,1,0.75,cauchy,aocqs,0.25,55,2
131,200,500,1,0.75,cauchy,cocqs,0.25,431,1
132,100,100,0,0.25,normal,cqcs,0.26,6,3
132,100,100,0,0.25,normal,aocqs,0.26,6,3
132,100,100,0,0.25,normal,cocqs,0.26,14,3
132,100,100,0,0.25,cauchy,cqcs,0.28,8,3
132,100,100,0,0.25,cauchy,aocqs,0.28,8,3
132,100,100,0,0.25,cauchy,cocqs,0.28,53,2
132,100,100,0,0.5,normal,cqcs,0.26,3,3
132,100,100,0,0.5,normal,aocqs,0.26,3,3
132,100,100,0,0.5,normal,cocqs,0.26,6,3
132,100,100,0,0.5,cauchy,cqcs,0.28,3,3
132,100,100,0,0.5,cauchy,aocqs,0.28,3,3
132,100,100,0,0.5,cauchy,cocqs,0.28,24,2
132,100,100,0,0.75,normal,cqcs,0.26,3,3
132,100,100,0,0.75,normal,aocqs,0.26,7,3
132,100,100,0,0.75,normal,cocqs,0.26,8,3
132,100,100,0,0.75,cauchy,cqcs,0.28,7,3
132,100,100,0,0.75,cauchy,aocqs,0.28,14,3
132,100,100,0,0.75,cauchy,cocqs,0.28,37,2
132,100,100,1,0.25,normal,cqcs,0.32,5,3
132,100,100,1,0.25,normal,aocqs,0.32,5,3
132,100,100,1,0.25,normal,cocqs,0.32,52,1
132,100,100,1,0.25,cauchy,cqcs,0.36,11,3
132,100,100,1,0.25,cauchy,aocqs,0.36,11,3
132,100,100,1,0.25,cauchy,cocqs,0.36,81,2
132,100,100,1,0.5,normal,cqcs,0.29,3,3
132,100,100,1,0.5,normal,aocqs,0.29,3,3
132,100,100,1,0.5,normal,cocqs,0.29,79,1
