"m","n","p","heter","tau","distri","method","rate","length","tp"
143,100,100,1,0.25,normal,cqcs,0.31,4,3
143,100,100,1,0.25,normal,aocqs,0.31,4,3
143,100,100,1,0.25,normal,cocqs,0.31,16,3
143,100,100,1,0.25,cauchy,cqcs,0.29,23,2
143,100,100,1,0.25,cauchy,aocqs,0.29,23,2
143,100,100,1,0.25,cauchy,cocqs,0.29,66,2
143,100,100,1,0.5,normal,cqcs,0.3,3,3
143,100,100,1,0.5,normal,aocqs,0.3,3,3
143,100,100,1,0.5,normal,cocqs,0.3,40,2
143,100,100,1,0.5,cauchy,cqcs,0.28,8,3
143,100,100,1,0.5,cauchy,aocqs,0.28,8,3
143,100,100,1,0.5,cauchy,cocqs,0.28,100,1
143,100,100,1,0.75,normal,cqcs,0.3,4,3
143,100,100,1,0.75,normal,aocqs,0.3,6,3
143,100,100,1,0.75,normal,cocqs,0.3,100,1
143,100,100,1,0.75,cauchy,cqcs,0.26,18,3
143,100,100,1,0.75,cauchy,aocqs,0.26,19,3
143,100,100,1,0.75,cauchy,cocqs,0.26,65,1
143,100,200,0,0.25,normal,cqcs,0.22,3,3
143,100,200,0,0.25,normal,aocqs,0.22,3,3
143,100,200,0,0.25,normal,cocqs,0.22,5,3
143,100,200,0,0.25,cauchy,cqcs,0.32,10,3
143,100,200,0,0.25,cauchy,aocqs,0.32,10,3
143,100,200,0,0.25,cauchy,cocqs,0.32,42,1
143,100,200,0,0.5,normal,cqcs,0.22,4,3
143,100,200,0,0.5,normal,aocqs,0.22,5,3
143,100,200,0,0.5,normal,cocqs,0.22,6,3
143,100,200,0,0.5,cauchy,cqcs,0.32,4,3
143,100,200,0,0.5,cauchy,aocqs,0.32,4,3
143,100,200,0,0.5,cauchy,cocqs,0.32,38,2
143,100,200,0,0.75,normal,cqcs,0.22,3,3
143,100,200,0,0.75,normal,aocqs,0.22,4,3
143,100,200,0,0.75,normal,cocqs,0.22,3,3
143,100,200,0,0.75,cauchy,cqcs,0.32,5,3
143,100,200,0,0.75,cauchy,aocqs,0.32,33,2
143,100,200,0,0.75,cauchy,cocqs,0.32,8,3
143,100,200,1,0.25,normal,cqcs,0.28,6,3
143,100,200,1,0.25,normal,aocqs,0.28,6,3
143,100,200,1,0.25,normal,cocqs,0.28,20,3
143,100,200,1,0.25,cauchy,cqcs,0.37,3,3
143,100,200,1,0.25,cauchy,aocqs,0.37,3,3
143,100,200,1,0.25,cauchy,cocqs,0.37,97,1
143,100,200,1,0.5,normal,cqcs,0.24,6,3
143,100,200,1,0.5,normal,aocqs,0.24,6,3
143,100,200,1,0.5,normal,cocqs,0.24,95,2
143,100,200,1,0.5,cauchy,cqcs,0.35,9,3
143,100,200,1,0.5,cauchy,aocqs,0.35,9,3
143,100,200,1,0.5,cauchy,cocqs,0.35,154,1
143,100,200,1,0.75,normal,cqcs,0.19,25,2
143,100,200,1,0.75,normal,aocqs,0.19,37,1
143,100,200,1,0.75,normal,cocqs,0.19,149,1
143,100,200,1,0.75,cauchy,cqcs,0.29,89,2
143,100,200,1,0.75,cauchy,aocqs,0.29,109,2
143,100,200,1,0.75,cauchy,cocqs,0.29,103,1
143,100,500,0,0.25,normal,cqcs,0.26,7,3
143,100,500,0,0.25,normal,aocqs,0.26,7,3
143,100,500,0,0.25,normal,cocqs,0.26,8,3
143,100,500,0,0.25,cauchy,cqcs,0.36,498,1
143,100,500,0,0.25,cauchy,aocqs,0.36,498,1
143,100,500,0,0.25,cauchy,cocqs,0.36,472,0
143,100,500,0,0.5,normal,cqcs,0.26,4,3
143,100,500,0,0.5,normal,aocqs,0.26,4,3
143,100,500,0,0.5,normal,cocqs,0.26,5,3
143,100,500,0,0.5,cauchy,cqcs,0.36,110,2
143,100,500,0,0.5,cauchy,aocqs,0.36,96,2
143,100,500,0,0.5,cauchy,cocqs,0.36,233,1
143,100,500,0,0.75,normal,cqcs,0.26,3,3
143,100,500,0,0.75,normal,aocqs,0.26,4,3
143,100,500,0,0.75,normal,cocqs,0.26,5,3
143,100,500,0,0.75,cauchy,cqcs,0.36,11,3
143,100,500,0,0.75,cauchy,aocqs,0.36,50,2
143,100,500,0,0.75,cauchy,cocqs,0.36,401,2
143,100,500,1,0.25,normal,cqcs,0.32,5,3
143,100,500,1,0.25,normal,aocqs,0.32,5,3
143,100,500,1,0.25,normal,cocqs,0.32,17,3
143,100,500,1,0.25,cauchy,cqcs,0.28,78,1
143,100,500,1,0.25,cauchy,aocqs,0.28,78,1
143,100,500,1,0.25,cauchy,cocqs,0.28,321,1
143,100,500,1,0.5,normal,cqcs,0.26,13,3
143,100,500,1,0.5,normal,aocqs,0.26,13,3
143,100,500,1,0.5,normal,cocqs,0.26,242,2
143,100,500,1,0.5,cauchy,cqcs,0.3,140,2
143,100,500,1,0.5,cauchy,aocqs,0.3,140,2
143,100,500,1,0.5,cauchy,cocqs,0.3,234,1
143,100,500,1,0.75,normal,cqcs,0.22,28,2
143,100,500,1,0.75,normal,aocqs,0.22,48,2
143,100,500,1,0.75,normal,cocqs,0.22,255,2
143,100,500,1,0.75,cauchy,cqcs,0.33,42,2
143,100,500,1,0.75,cauchy,aocqs,0.33,32,2
143,100,500,1,0.75,cauchy,cocqs,0.33,276,1
143,200,100,0,0.25,normal,cqcs,0.255,3,3
143,200,100,0,0.25,normal,aocqs,0.255,3,3
143,200,100,0,0.25,normal,cocqs,0.255,3,3
143,200,100,0,0.25,cauchy,cqcs,0.34,3,3
143,200,100,0,0.25,cauchy,aocqs,0.34,3,3
143,200,100,0,0.25,cauchy,cocqs,0.34,84,2
143,200,100,0,0.5,normal,cqcs,0.255,3,3
143,200,100,0,0.5,normal,aocqs,0.255,3,3
143,200,100,0,0.5,normal,cocqs,0.255,3,3
143,200,100,0,0.5,cauchy,cqcs,0.34,3,3
143,200,100,0,0.5,cauchy,aocqs,0.34,3,3
143,200,100,0,0.5,cauchy,cocqs,0.34,14,3
143,200,100,0,0.75,normal,cqcs,0.255,3,3
143,200,100,0,0.75,normal,aocqs,0.255,3,3
143,200,100,0,0.75,normal,cocqs,0.255,4,3
143,200,100,0,0.75,cauchy,cqcs,0.34,9,3
143,200,100,0,0.75,cauchy,aocqs,0.34,16,3
143,200,100,0,0.75,cauchy,cocqs,0.34,6,3
143,200,100,1,0.25,normal,cqcs,0.345,3,3
143,200,100,1,0.25,normal,aocqs,0.345,3,3
143,200,100,1,0.25,normal,cocqs,0.345,39,2
143,200,100,1,0.25,cauchy,cqcs,0.35,3,3
143,200,100,1,0.25,cauchy,aocqs,0.35,3,3
143,200,100,1,0.25,cauchy,cocqs,0.35,61,1
143,200,100,1,0.5,normal,cqcs,0.28,3,3
143,200,100,1,0.5,normal,aocqs,0.28,3,3
143,200,100,1,0.5,normal,cocqs,0.28,27,3
143,200,100,1,0.5,cauchy,cqcs,0.295,4,3
143,200,100,1,0.5,cauchy,aocqs,0.295,4,3
143,200,100,1,0.5,cauchy,cocqs,0.295,67,2
143,200,100,1,0.75,normal,cqcs,0.225,19,3
143,200,100,1,0.75,normal,aocqs,0.225,25,3
143,200,100,1,0.75,normal,cocqs,0.225,80,2
143,200,100,1,0.75,cauchy,cqcs,0.265,16,3
143,200,100,1,0.75,cauchy,aocqs,0.265,31,3
143,200,100,1,0.75,cauchy,cocqs,0.265,85,1
143,200,200,0,0.25,normal,cqcs,0.255,3,3
143,200,200,0,0.25,normal,aocqs,0.255,3,3
143,200,200,0,0.25,normal,cocqs,0.255,3,3
143,200,200,0,0.25,cauchy,cqcs,0.29,8,3
143,200,200,0,0.25,cauchy,aocqs,0.29,8,3
143,200,200,0,0.25,cauchy,cocqs,0.29,192,1
143,200,200,0,0.5,normal,cqcs,0.255,3,3
143,200,200,0,0.5,normal,aocqs,0.255,3,3
143,200,200,0,0.5,normal,cocqs,0.255,5,3
143,200,200,0,0.5,cauchy,cqcs,0.29,3,3
143,200,200,0,0.5,cauchy,aocqs,0.29,3,3
143,200,200,0,0.5,cauchy,cocqs,0.29,29,3
143,200,200,0,0.75,normal,cqcs,0.255,3,3
143,200,200,0,0.75,normal,aocqs,0.255,3,3
143,200,200,0,0.75,normal,cocqs,0.255,4,3
143,200,200,0,0.75,cauchy,cqcs,0.29,3,3
143,200,200,0,0.75,cauchy,aocqs,0.29,3,3
143,200,200,0,0.75,cauchy,cocqs,0.29,18,3
143,200,200,1,0.25,normal,cqcs,0.29,3,3
143,200,200,1,0.25,normal,aocqs,0.29,3,3
143,200,200,1,0.25,normal,cocqs,0.29,38,2
143,200,200,1,0.25,cauchy,cqcs,0.305,4,3
143,200,200,1,0.25,cauchy,aocqs,0.305,4,3
143,200,200,1,0.25,cauchy,cocqs,0.305,67,1
143,200,200,1,0.5,normal,cqcs,0.25,3,3
143,200,200,1,0.5,normal,aocqs,0.25,3,3
143,200,200,1,0.5,normal,cocqs,0.25,200,2
143,200,200,1,0.5,cauchy,cqcs,0.255,3,3
143,200,200,1,0.5,cauchy,aocqs,0.255,3,3
143,200,200,1,0.5,cauchy,cocqs,0.255,182,1
143,200,200,1,0.75,normal,cqcs,0.24,3,3
143,200,200,1,0.75,normal,aocqs,0.24,4,3
143,200,200,1,0.75,normal,cocqs,0.24,165,1
143,200,200,1,0.75,cauchy,cqcs,0.23,33,3
143,200,200,1,0.75,cauchy,aocqs,0.23,32,3
143,200,200,1,0.75,cauchy,cocqs,0.23,169,1
143,200,500,0,0.25,normal,cqcs,0.275,3,3
143,200,500,0,0.25,normal,aocqs,0.275,3,3
143,200,500,0,0.25,normal,cocqs,0.275,3,3
143,200,500,0,0.25,cauchy,cqcs,0.285,12,3
143,200,500,0,0.25,cauchy,aocqs,0.285,12,3
143,200,500,0,0.25,cauchy,cocqs,0.285,453,2
143,200,500,0,0.5,normal,cqcs,0.275,3,3
143,200,500,0,0.5,normal,aocqs,0.275,3,3
143,200,500,0,0.5,normal,cocqs,0.275,3,3
143,200,500,0,0.5,cauchy,cqcs,0.285,3,3
143,200,500,0,0.5,cauchy,aocqs,0.285,3,3
143,200,500,0,0.5,cauchy,cocqs,0.285,10,3
143,200,500,0,0.75,normal,cqcs,0.275,3,3
143,200,500,0,0.75,normal,aocqs,0.275,3,3
143,200,500,0,0.75,normal,cocqs,0.275,4,3
143,200,500,0,0.75,cauchy,cqcs,0.285,3,3
143,200,500,0,0.75,cauchy,aocqs,0.285,3,3
143,200,500,0,0.75,cauchy,cocqs,0.285,9,3
143,200,500,1,0.25,normal,cqcs,0.315,3,3
143,200,500,1,0.25,normal,aocqs,0.315,3,3
143,200,500,1,0.25,normal,cocqs,0.315,6,3
143,200,500,1,0.25,cauchy,cqcs,0.325,9,3
143,200,500,1,0.25,cauchy,aocqs,0.325,9,3
143,200,500,1,0.25,cauchy,cocqs,0.325,361,1
143,200,500,1,0.5,normal,cqcs,0.265,3,3
143,200,500,1,0.5,normal,aocqs,0.265,3,3
143,200,500,1,0.5,normal,cocqs,0.265,76,1
143,200,500,1,0.5,cauchy,cqcs,0.275,3,3
143,200,500,1,0.5,cauchy,aocqs,0.275,3,3
143,200,500,1,0.5,cauchy,cocqs,0.275,391,2
143,200,500,1,0.75,normal,cqcs,0.225,5,3
143,200,500,1,0.75,normal,aocqs,0.225,41,2
143,200,500,1,0.75,normal,cocqs,0.225,226,1
143,200,500,1,0.75,cauchy,cqcs,0.27,9,3
143,200,500,1,0.75,cauchy,aocqs,0.27,19,3
143,200,500,1,0.75,cauchy,cocqs,0.27,415,1
144,100,100,0,0.25,normal,cqcs,0.19,16,3
144,100,100,0,0.25,normal,aocqs,0.19,16,3
144,100,100,0,0.25,normal,cocqs,0.19,16,3
144,100,100,0,0.25,cauchy,cqcs,0.23,4,3
144,100,100,0,0.25,cauchy,aocqs,0.23,4,3
144,100,100,0,0.25,cauchy,cocqs,0.23,24,2
144,100,100,0,0.5,normal,cqcs,0.19,3,3
144,100,100,0,0.5,normal,aocqs,0.19,3,3
144,100,100,0,0.5,normal,cocqs,0.19,6,3
144,100,100,0,0.5,cauchy,cqcs,0.23,8,3
144,100,100,0,0.5,cauchy,aocqs,0.23,8,3
144,100,100,0,0.5,cauchy,cocqs,0.23,26,2
144,100,100,0,0.75,normal,cqcs,0.19,3,3
144,100,100,0,0.75,normal,aocqs,0.19,3,3
144,100,100,0,0.75,normal,cocqs,0.19,21,3
144,100,100,0,0.75,cauchy,cqcs,0.23,8,3
144,100,100,0,0.75,cauchy,aocqs,0.23,8,3
144,100,100,0,0.75,cauchy,cocqs,0.23,15,3
144,100,100,1,0.25,normal,cqcs,0.26,6,3
144,100,100,1,0.25,normal,aocqs,0.26,6,3
144,100,100,1,0.25,normal,cocqs,0.26,24,2
144,100,100,1,0.25,cauchy,cqcs,0.27,6,3
144,100,100,1,0.25,cauchy,aocqs,0.27,6,3
144,100,100,1,0.25,cauchy,cocqs,0.27,97,1
144,100,100,1,0.5,normal,cqcs,0.24,4,3
144,100,100,1,0.5,normal,aocqs,0.24,4,3
144,100,100,1,0.5,normal,cocqs,0.24,12,3
144,100,100,1,0.5,cauchy,cqcs,0.27,13,3
144,100,100,1,0.5,cauchy,aocqs,0.27,13,3
144,100,100,1,0.5,cauchy,cocqs,0.27,40,2
144,100,100,1,0.75,normal,cqcs,0.16,12,3
144,100,100,1,0.75,normal,aocqs,0.16,13,3
144,100,100,1,0.75,normal,cocqs,0.16,49,2
144,100,100,1,0.75,cauchy,cqcs,0.25,26,2
144,100,100,1,0.75,cauchy,aocqs,0.25,19,3
144,100,100,1,0.75,cauchy,cocqs,0.25,41,2
144,100,200,0,0.25,normal,cqcs,0.22,18,3
144,100,200,0,0.25,normal,aocqs,0.22,18,3
144,100,200,0,0.25,normal,cocqs,0.22,110,2
144,100,200,0,0.25,cauchy,cqcs,0.27,69,2
144,100,200,0,0.25,cauchy,aocqs,0.27,69,2
144,100,200,0,0.25,cauchy,cocqs,0.27,99,0
144,100,200,0,0.5,normal,cqcs,0.22,6,3
144,100,200,0,0.5,normal,aocqs,0.22,6,3
144,100,200,0,0.5,normal,cocqs,0.22,7,3
144,100,200,0,0.5,cauchy,cqcs,0.27,9,3
144,100,200,0,0.5,cauchy,aocqs,0.27,9,3
144,100,200,0,0.5,cauchy,cocqs,0.27,162,1
144,100,200,0,0.75,normal,cqcs,0.22,5,3
144,100,200,0,0.75,normal,aocqs,0.22,7,3
144,100,200,0,0.75,normal,cocqs,0.22,74,2
144,100,200,0,0.75,cauchy,cqcs,0.27,9,3
144,100,200,0,0.75,cauchy,aocqs,0.27,18,3
144,100,200,0,0.75,cauchy,cocqs,0.27,69,1
144,100,200,1,0.25,normal,cqcs,0.25,6,3
144,100,200,1,0.25,normal,aocqs,0.25,6,3
144,100,200,1,0.25,normal,cocqs,0.25,103,1
144,100,200,1,0.25,cauchy,cqcs,0.31,51,2
144,100,200,1,0.25,cauchy,aocqs,0.31,51,2
144,100,200,1,0.25,cauchy,cocqs,0.31,147,2
144,100,200,1,0.5,normal,cqcs,0.25,9,3
144,100,200,1,0.5,normal,aocqs,0.25,9,3
144,100,200,1,0.5,normal,cocqs,0.25,80,2
144,100,200,1,0.5,cauchy,cqcs,0.25,4,3
144,100,200,1,0.5,cauchy,aocqs,0.25,4,3
144,100,200,1,0.5,cauchy,cocqs,0.25,114,2
144,100,200,1,0.75,normal,cqcs,0.22,32,2
144,100,200,1,0.75,normal,aocqs,0.22,16,3
144,100,200,1,0.75,normal,cocqs,0.22,106,1
144,100,200,1,0.75,cauchy,cqcs,0.26,38,2
144,100,200,1,0.75,cauchy,aocqs,0.26,37,2
144,100,200,1,0.75,cauchy,cocqs,0.26,123,1
144,100,500,0,0.25,normal,cqcs,0.21,4,3
144,100,500,0,0.25,normal,aocqs,0.21,4,3
144,100,500,0,0.25,normal,cocqs,0.21,57,2
144,100,500,0,0.25,cauchy,cqcs,0.28,13,3
144,100,500,0,0.25,cauchy,aocqs,0.28,13,3
144,100,500,0,0.25,cauchy,cocqs,0.28,193,0
144,100,500,0,0.5,normal,cqcs,0.21,3,3
144,100,500,0,0.5,normal,aocqs,0.21,3,3
144,100,500,0,0.5,normal,cocqs,0.21,21,3
144,100,500,0,0.5,cauchy,cqcs,0.28,20,3
144,100,500,0,0.5,cauchy,aocqs,0.28,20,3
144,100,500,0,0.5,cauchy,cocqs,0.28,47,2
144,100,500,0,0.75,normal,cqcs,0.21,4,3
144,100,500,0,0.75,normal,aocqs,0.21,12,3
144,100,500,0,0.75,normal,cocqs,0.21,85,1
144,100,500,0,0.75,cauchy,cqcs,0.28,5,3
144,100,500,0,0.75,cauchy,aocqs,0.28,33,2
144,100,500,0,0.75,cauchy,cocqs,0.28,255,2
144,100,500,1,0.25,normal,cqcs,0.29,6,3
144,100,500,1,0.25,normal,aocqs,0.29,6,3
144,100,500,1,0.25,normal,cocqs,0.29,75,1
144,100,500,1,0.25,cauchy,cqcs,0.3,26,2
144,100,500,1,0.25,cauchy,aocqs,0.3,26,2
144,100,500,1,0.25,cauchy,cocqs,0.3,162,1
144,100,500,1,0.5,normal,cqcs,0.21,3,3
144,100,500,1,0.5,normal,aocqs,0.21,3,3
144,100,500,1,0.5,normal,cocqs,0.21,120,1
144,100,500,1,0.5,cauchy,cqcs,0.28,4,3
144,100,500,1,0.5,cauchy,aocqs,0.28,4,3
144,100,500,1,0.5,cauchy,cocqs,0.28,238,1
144,100,500,1,0.75,normal,cqcs,0.25,169,2
144,100,500,1,0.75,normal,aocqs,0.25,299,2
144,100,500,1,0.75,normal,cocqs,0.25,217,1
144,100,500,1,0.75,cauchy,cqcs,0.23,125,2
144,100,500,1,0.75,cauchy,aocqs,0.23,131,1
144,100,500,1,0.75,cauchy,cocqs,0.23,398,1
144,200,100,0,0.25,normal,cqcs,0.195,3,3
144,200,100,0,0.25,normal,aocqs,0.195,3,3
144,200,100,0,0.25,normal,cocqs,0.195,3,3
144,200,100,0,0.25,cauchy,cqcs,0.235,6,3
144,200,100,0,0.25,cauchy,aocqs,0.235,6,3
144,200,100,0,0.25,cauchy,cocqs,0.235,79,2
144,200,100,0,0.5,normal,cqcs,0.195,3,3
144,200,100,0,0.5,normal,aocqs,0.195,3,3
144,200,100,0,0.5,normal,cocqs,0.195,3,3
144,200,100,0,0.5,cauchy,cqcs,0.235,3,3
144,200,100,0,0.5,cauchy,aocqs,0.235,3,3
144,200,100,0,0.5,cauchy,cocqs,0.235,7,3
144,200,100,0,0.75,normal,cqcs,0.195,3,3
144,200,100,0,0.75,normal,aocqs,0.195,3,3
144,200,100,0,0.75,normal,cocqs,0.195,3,3
144,200,100,0,0.75,cauchy,cqcs,0.235,3,3
144,200,100,0,0.75,cauchy,aocqs,0.235,4,3
144,200,100,0,0.75,cauchy,cocqs,0.235,9,3
144,200,100,1,0.25,normal,cqcs,0.25,5,3
144,200,100,1,0.25,normal,aocqs,0.25,5,3
144,200,100,1,0.25,normal,cocqs,0.25,69,2
144,200,100,1,0.25,cauchy,cqcs,0.26,4,3
144,200,100,1,0.25,cauchy,aocqs,0.26,4,3
144,200,100,1,0.25,cauchy,cocqs,0.26,44,1
144,200,100,1,0.5,normal,cqcs,0.215,3,3
144,200,100,1,0.5,normal,aocqs,0.215,3,3
144,200,100,1,0.5,normal,cocqs,0.215,55,2
144,200,100,1,0.5,cauchy,cqcs,0.225,3,3
144,200,100,1,0.5,cauchy,aocqs,0.225,3,3
144,200,100,1,0.5,cauchy,cocqs,0.225,28,3
144,200,100,1,0.75,normal,cqcs,0.205,19,3
144,200,100,1,0.75,normal,aocqs,0.205,47,2
144,200,100,1,0.75,normal,cocqs,0.205,29,3
144,200,100,1,0.75,cauchy,cqcs,0.23,10,3
144,200,100,1,0.75,cauchy,aocqs,0.23,25,3
144,200,100,1,0.75,cauchy,cocqs,0.23,98,1
144,200,200,0,0.25,normal,cqcs,0.235,3,3
144,200,200,0,0.25,normal,aocqs,0.235,3,3
144,200,200,0,0.25,normal,cocqs,0.235,3,3
144,200,200,0,0.25,cauchy,cqcs,0.28,3,3
144,200,200,0,0.25,cauchy,aocqs,0.28,3,3
144,200,200,0,0.25,cauchy,cocqs,0.28,15,3
144,200,200,0,0.5,normal,cqcs,0.235,3,3
144,200,200,0,0.5,normal,aocqs,0.235,3,3
144,200,200,0,0.5,normal,cocqs,0.235,3,3
144,200,200,0,0.5,cauchy,cqcs,0.28,6,3
144,200,200,0,0.5,cauchy,aocqs,0.28,6,3
144,200,200,0,0.5,cauchy,cocqs,0.28,12,3
144,200,200,0,0.75,normal,cqcs,0.235,3,3
144,200,200,0,0.75,normal,aocqs,0.235,3,3
144,200,200,0,0.75,normal,cocqs,0.235,4,3
144,200,200,0,0.75,cauchy,cqcs,0.28,3,3
144,200,200,0,0.75,cauchy,aocqs,0.28,12,3
144,200,200,0,0.75,cauchy,cocqs,0.28,92,2
144,200,200,1,0.25,normal,cqcs,0.25,3,3
144,200,200,1,0.25,normal,aocqs,0.25,3,3
144,200,200,1,0.25,normal,cocqs,0.25,4,3
144,200,200,1,0.25,cauchy,cqcs,0.275,19,3
144,200,200,1,0.25,cauchy,aocqs,0.275,19,3
144,200,200,1,0.25,cauchy,cocqs,0.275,190,1
144,200,200,1,0.5,normal,cqcs,0.245,3,3
144,200,200,1,0.5,normal,aocqs,0.245,3,3
144,200,200,1,0.5,normal,cocqs,0.245,9,3
144,200,200,1,0.5,cauchy,cqcs,0.27,4,3
144,200,200,1,0.5,cauchy,aocqs,0.27,4,3
144,200,200,1,0.5,cauchy,cocqs,0.27,179,1
144,200,200,1,0.75,normal,cqcs,0.21,8,3
144,200,200,1,0.75,normal,aocqs,0.21,6,3
144,200,200,1,0.75,normal,cocqs,0.21,11,3
144,200,200,1,0.75,cauchy,cqcs,0.285,35,3
144,200,200,1,0.75,cauchy,aocqs,0.285,27,3
144,200,200,1,0.75,cauchy,cocqs,0.285,183,1
144,200,500,0,0.25,normal,cqcs,0.21,3,3
144,200,500,0,0.25,normal,aocqs,0.21,3,3
144,200,500,0,0.25,normal,cocqs,0.21,4,3
144,200,500,0,0.25,cauchy,cqcs,0.3,41,2
144,200,500,0,0.25,cauchy,aocqs,0.3,41,2
144,200,500,0,0.25,cauchy,cocqs,0.3,361,1
144,200,500,0,0.5,normal,cqcs,0.21,3,3
144,200,500,0,0.5,normal,aocqs,0.21,3,3
144,200,500,0,0.5,normal,cocqs,0.21,7,3
144,200,500,0,0.5,cauchy,cqcs,0.3,4,3
144,200,500,0,0.5,cauchy,aocqs,0.3,4,3
144,200,500,0,0.5,cauchy,cocqs,0.3,31,3
144,200,500,0,0.75,normal,cqcs,0.21,3,3
144,200,500,0,0.75,normal,aocqs,0.21,3,3
144,200,500,0,0.75,normal,cocqs,0.21,65,2
144,200,500,0,0.75,cauchy,cqcs,0.3,10,3
144,200,500,0,0.75,cauchy,aocqs,0.3,27,3
144,200,500,0,0.75,cauchy,cocqs,0.3,21,3
144,200,500,1,0.25,normal,cqcs,0.24,3,3
144,200,500,1,0.25,normal,aocqs,0.24,3,3
144,200,500,1,0.25,normal,cocqs,0.24,70,2
144,200,500,1,0.25,cauchy,cqcs,0.315,3,3
144,200,500,1,0.25,cauchy,aocqs,0.315,3,3
144,200,500,1,0.25,cauchy,cocqs,0.315,74,2
144,200,500,1,0.5,normal,cqcs,0.21,14,3
144,200,500,1,0.5,normal,aocqs,0.21,14,3
144,200,500,1,0.5,normal,cocqs,0.21,451,2
144,200,500,1,0.5,cauchy,cqcs,0.27,4,3
144,200,500,1,0.5,cauchy,aocqs,0.27,4,3
144,200,500,1,0.5,cauchy,cocqs,0.27,415,1
144,200,500,1,0.75,normal,cqcs,0.18,160,2
144,200,500,1,0.75,normal,aocqs,0.18,97,2
144,200,500,1,0.75,normal,cocqs,0.18,406,2
144,200,500,1,0.75,cauchy,cqcs,0.275,81,2
144,200,500,1,0.75,cauchy,aocqs,0.275,30,3
144,200,500,1,0.75,cauchy,cocqs,0.275,387,1
145,100,100,0,0.25,normal,cqcs,0.27,3,3
145,100,100,0,0.25,normal,aocqs,0.27,3,3
145,100,100,0,0.25,normal,cocqs,0.27,6,3
145,100,100,0,0.25,cauchy,cqcs,0.29,8,3
145,100,100,0,0.25,cauchy,aocqs,0.29,8,3
145,100,100,0,0.25,cauchy,cocqs,0.29,20,3
145,100,100,0,0.5,normal,cqcs,0.27,3,3
145,100,100,0,0.5,normal,aocqs,0.27,3,3
145,100,100,0,0.5,normal,cocqs,0.27,12,3
145,100,100,0,0.5,cauchy,cqcs,0.29,3,3
145,100,100,0,0.5,cauchy,aocqs,0.29,3,3
145,100,100,0,0.5,cauchy,cocqs,0.29,10,3
145,100,100,0,0.75,normal,cqcs,0.27,3,3
145,100,100,0,0.75,normal,aocqs,0.27,3,3
145,100,100,0,0.75,normal,cocqs,0.27,9,3
145,100,100,0,0.75,cauchy,cqcs,0.29,3,3
145,100,100,0,0.75,cauchy,aocqs,0.29,3,3
145,100,100,0,0.75,cauchy,cocqs,0.29,7,3
145,100,100,1,0.25,normal,cqcs,0.34,6,3
145,100,100,1,0.25,normal,aocqs,0.34,6,3
145,100,100,1,0.25,normal,cocqs,0.34,31,2
145,100,100,1,0.25,cauchy,cqcs,0.36,8,3
145,100,100,1,0.25,cauchy,aocqs,0.36,8,3
145,100,100,1,0.25,cauchy,cocqs,0.36,76,1
145,100,100,1,0.5,normal,cqcs,0.32,5,3
145,100,100,1,0.5,normal,aocqs,0.32,5,3
145,100,100,1,0.5,normal,cocqs,0.32,26,1
145,100,100,1,0.5,cauchy,cqcs,0.24,4,3
145,100,100,1,0.5,cauchy,aocqs,0.24,4,3
145,100,100,1,0.5,cauchy,cocqs,0.24,70,1
145,100,100,1,0.75,normal,cqcs,0.3,3,3
145,100,100,1,0.75,normal,aocqs,0.3,8,3
145,100,100,1,0.75,normal,cocqs,0.3,60,2
145,100,100,1,0.75,cauchy,cqcs,0.24,6,3
145,100,100,1,0.75,cauchy,aocqs,0.24,31,2
145,100,100,1,0.75,cauchy,cocqs,0.24,55,2
145,100,200,0,0.25,normal,cqcs,0.3,3,3
145,100,200,0,0.25,normal,aocqs,0.3,3,3
145,100,200,0,0.25,normal,cocqs,0.3,27,2
145,100,200,0,0.25,cauchy,cqcs,0.26,50,1
145,100,200,0,0.25,cauchy,aocqs,0.26,50,1
145,100,200,0,0.25,cauchy,cocqs,0.26,190,0
145,100,200,0,0.5,normal,cqcs,0.3,3,3
145,100,200,0,0.5,normal,aocqs,0.3,3,3
145,100,200,0,0.5,normal,cocqs,0.3,3,3
145,100,200,0,0.5,cauchy,cqcs,0.26,24,2
145,100,200,0,0.5,cauchy,aocqs,0.26,24,2
145,100,200,0,0.5,cauchy,cocqs,0.26,82,1
145,100,200,0,0.75,normal,cqcs,0.3,3,3
145,100,200,0,0.75,normal,aocqs,0.3,3,3
145,100,200,0,0.75,normal,cocqs,0.3,28,2
145,100,200,0,0.75,cauchy,cqcs,0.26,67,2
145,100,200,0,0.75,cauchy,aocqs,0.26,62,1
145,100,200,0,0.75,cauchy,cocqs,0.26,79,1
145,100,200,1,0.25,normal,cqcs,0.37,3,3
145,100,200,1,0.25,normal,aocqs,0.37,3,3
145,100,200,1,0.25,normal,cocqs,0.37,21,3
145,100,200,1,0.25,cauchy,cqcs,0.31,165,2
145,100,200,1,0.25,cauchy,aocqs,0.31,165,2
145,100,200,1,0.25,cauchy,cocqs,0.31,15,3
145,100,200,1,0.5,normal,cqcs,0.28,16,3
145,100,200,1,0.5,normal,aocqs,0.28,16,3
145,100,200,1,0.5,normal,cocqs,0.28,174,1
145,100,200,1,0.5,cauchy,cqcs,0.25,111,1
145,100,200,1,0.5,cauchy,aocqs,0.25,111,1
145,100,200,1,0.5,cauchy,cocqs,0.25,96,2
145,100,200,1,0.75,normal,cqcs,0.18,15,3
